network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,is_anycast
5.196.252.92/30,3017382,3017382,,0,0,
5.196.252.96/27,3017382,3017382,,0,0,
5.196.252.128/25,3017382,3017382,,0,0,
5.196.253.0/24,3017382,3017382,,0,0,
5.196.254.0/23,3017382,3017382,,0,0,
5.197.0.0/16,587116,587116,,0,0,
5.198.0.0/17,2635167,2635167,,0,0,
5.198.128.0/21,3077311,3077311,,0,0,
5.198.136.0/21,2635167,2635167,,0,0,
5.198.144.0/20,2782113,2782113,,0,0,
5.198.160.0/19,130758,130758,,0,0,
5.198.192.0/19,3017382,3017382,,0,0,
5.198.224.0/20,3175395,3175395,,0,0,
5.198.240.0/21,248816,248816,,0,0,
5.198.248.0/21,2661886,2661886,,0,0,
5.199.0.0/17,2635167,2635167,,0,0,
5.199.128.0/20,2921044,2921044,,0,0,
5.199.144.0/20,2750405,2750405,,0,0,
5.199.160.0/22,597427,597427,,0,0,
5.199.164.0/22,1880251,597427,,0,0,
5.199.168.0/21,597427,597427,,0,0,
5.199.176.0/21,2921044,2921044,,0,0,
5.199.184.0/22,248816,248816,,0,0,
5.199.188.0/22,2750405,2750405,,0,0,
5.199.192.0/19,2017370,2017370,,0,0,
5.199.224.0/21,2510769,2510769,,0,0,
5.199.232.0/21,690791,690791,,0,0,
5.199.240.0/20,2921044,2921044,,0,0,
5.200.0.0/19,2750405,2750405,,0,0,
5.200.32.0/19,2017370,2017370,,0,0,
5.200.64.0/18,130758,130758,,0,0,
5.200.128.0/17,130758,130758,,0,0,
5.201.0.0/17,798544,798544,,0,0,
5.201.128.0/17,130758,130758,,0,0,
5.202.0.0/16,130758,130758,,0,0,
5.203.0.0/16,390903,390903,,0,0,
5.204.0.0/16,719819,719819,,0,0,
5.205.0.0/16,2510769,2510769,,0,0,
5.206.0.0/17,2017370,2017370,,0,0,
5.206.128.0/18,719819,719819,,0,0,
5.206.192.0/21,2623032,2623032,,0,0,
5.206.200.0/21,2782113,2782113,,0,0,
5.206.208.0/20,2750405,2750405,,0,0,
5.206.224.0/21,2264397,2264397,,0,0,
5.206.232.0/21,831053,783754,,0,0,
5.206.240.0/20,798544,798544,,0,0,
5.207.0.0/16,690791,690791,,0,0,
5.208.0.0/15,130758,130758,,0,0,
5.210.0.0/16,130758,130758,,0,0,
5.211.0.0/18,130758,130758,,0,0,
5.211.64.0/19,130758,130758,,0,0,
5.211.96.0/21,130758,130758,,0,0,
5.211.104.0/22,130758,130758,,0,0,
5.211.108.0/23,130758,130758,,0,0,
5.211.110.0/24,130758,130758,,0,0,
5.211.111.0/28,130758,130758,,0,0,
5.211.111.16/29,130758,130758,,0,0,
5.211.111.24/31,130758,130758,,0,0,
5.211.111.27/32,130758,130758,,0,0,
5.211.111.28/30,130758,130758,,0,0,
5.211.111.32/27,130758,130758,,0,0,
5.211.111.64/26,130758,130758,,0,0,
5.211.111.128/25,130758,130758,,0,0,
5.211.112.0/20,130758,130758,,0,0,
5.211.128.0/17,130758,130758,,0,0,
5.212.0.0/14,130758,130758,,0,0,
5.216.0.0/19,130758,130758,,0,0,
5.216.32.0/21,130758,130758,,0,0,
5.216.40.0/26,130758,130758,,0,0,
5.216.40.64/32,130758,130758,,0,0,
5.216.40.66/31,130758,130758,,0,0,
5.216.40.68/30,130758,130758,,0,0,
5.216.40.72/29,130758,130758,,0,0,
5.216.40.80/28,130758,130758,,0,0,
5.216.40.96/27,130758,130758,,0,0,
5.216.40.128/25,130758,130758,,0,0,
5.216.41.0/24,130758,130758,,0,0,
5.216.42.0/23,130758,130758,,0,0,
5.216.44.0/22,130758,130758,,0,0,
5.216.48.0/20,130758,130758,,0,0,
5.216.64.0/18,130758,130758,,0,0,
5.216.128.0/17,130758,130758,,0,0,
5.217.0.0/16,130758,130758,,0,0,
5.218.0.0/15,130758,130758,,0,0,
5.220.0.0/15,130758,130758,,0,0,
5.222.0.0/16,2921044,2921044,,0,0,
5.223.0.0/16,1880251,2921044,,0,0,
5.224.0.0/15,2510769,2510769,,0,0,
5.226.0.0/20,3017382,3017382,,0,0,
5.226.16.0/20,2510769,2510769,,0,0,
5.226.32.0/21,2661886,2661886,,0,0,
5.226.40.0/21,2750405,2750405,,0,0,
5.226.48.0/22,1861060,2077456,,0,0,
5.226.52.0/23,2635167,2077456,,0,0,
5.226.54.0/24,2635167,2077456,,0,0,
5.226.55.0/24,6252001,2077456,,0,0,
5.226.56.0/21,2635167,2635167,,0,0,
5.226.64.0/18,798544,798544,,0,0,
5.226.128.0/21,798544,798544,,0,0,
5.226.136.0/21,2635167,2635167,,0,0,
5.226.144.0/22,2658434,2658434,,0,0,
5.226.148.0/23,2658434,2658434,,0,0,
5.226.150.0/25,2658434,2658434,,0,0,
5.226.150.128/28,2658434,2658434,,0,0,
5.226.150.144/29,2658434,2658434,,0,0,
5.226.150.152/29,3042058,2658434,,0,0,
5.226.150.160/27,2658434,2658434,,0,0,
5.226.150.192/26,2658434,2658434,,0,0,
5.226.151.0/29,2658434,2658434,,0,0,
5.226.151.8/31,2658434,2658434,,0,0,
5.226.151.10/32,2750405,2658434,,0,0,
5.226.151.11/32,2658434,2658434,,0,0,
5.226.151.12/30,2658434,2658434,,0,0,
5.226.151.16/28,2658434,2658434,,0,0,
5.226.151.32/27,2658434,2658434,,0,0,
5.226.151.64/26,2658434,2658434,,0,0,
5.226.151.128/25,2658434,2658434,,0,0,
5.226.152.0/21,2017370,2017370,,0,0,
5.226.160.0/21,3144096,3144096,,0,0,
5.226.168.0/24,2510769,2510769,,0,0,
5.226.169.0/24,6252001,2510769,,0,0,
5.226.170.0/24,2510769,2510769,,0,0,
5.226.171.0/24,6252001,2510769,,0,0,
5.226.172.0/24,2510769,2510769,,0,0,
5.226.173.0/24,6252001,2510769,,0,0,
5.226.174.0/23,2510769,2510769,,0,0,
5.226.176.0/21,2635167,2635167,,0,0,
5.226.184.0/24,2510769,2510769,,0,0,
5.226.185.0/24,1819730,2510769,,0,0,
5.226.186.0/24,2510769,2510769,,0,0,
5.226.187.0/24,1835841,2510769,,0,0,
5.226.188.0/24,2510769,2510769,,0,0,
5.226.189.0/24,1819730,2510769,,0,0,
5.226.190.0/23,2510769,2510769,,0,0,
5.226.192.0/18,298795,298795,,0,0,
5.227.0.0/16,2017370,2017370,,0,0,
5.228.0.0/16,2017370,2017370,,0,0,
5.229.0.0/16,298795,298795,,0,0,
5.230.0.0/22,2921044,2921044,,0,0,
5.230.4.0/24,2921044,2921044,,0,0,
5.230.5.0/25,6252001,2921044,,0,0,
5.230.5.128/27,6252001,2921044,,0,0,
5.230.5.160/27,2921044,2921044,,0,0,
5.230.5.192/26,2921044,2921044,,0,0,
5.230.6.0/23,2921044,2921044,,0,0,
5.230.8.0/23,3017382,2921044,,0,0,
5.230.10.0/23,2921044,2921044,,0,0,
5.230.12.0/22,2921044,2921044,,0,0,
5.230.16.0/24,2921044,2921044,,0,0,
5.230.17.0/24,2635167,2921044,,0,0,
5.230.18.0/23,2921044,2921044,,0,0,
5.230.20.0/22,2921044,2921044,,0,0,
5.230.24.0/21,2921044,2921044,,0,0,
5.230.32.0/21,2921044,2921044,,0,0,
5.230.40.0/22,2921044,2921044,,0,0,
5.230.44.0/23,2921044,2921044,,0,0,
5.230.46.0/25,2921044,2921044,,0,0,
5.230.46.128/26,2921044,2921044,,0,0,
5.230.46.192/28,2921044,2921044,,0,0,
5.230.46.208/30,2921044,2921044,,0,0,
5.230.46.212/32,4030656,2921044,,0,0,
5.230.46.213/32,2921044,2921044,,0,0,
5.230.46.214/31,2921044,2921044,,0,0,
5.230.46.216/29,2921044,2921044,,0,0,
5.230.46.224/27,2921044,2921044,,0,0,
5.230.47.0/25,2921044,2921044,,0,0,
5.230.47.128/26,2921044,2921044,,0,0,
5.230.47.192/28,2921044,2921044,,0,0,
5.230.47.208/30,2921044,2921044,,0,0,
5.230.47.212/31,2921044,2921044,,0,0,
5.230.47.214/32,2921044,2921044,,0,0,
5.230.47.215/32,2411586,2921044,,0,0,
5.230.47.216/29,2921044,2921044,,0,0,
5.230.47.224/27,2921044,2921044,,0,0,
5.230.48.0/21,2921044,2921044,,0,0,
5.230.56.0/24,2921044,2921044,,0,0,
5.230.57.0/25,2921044,2921044,,0,0,
5.230.57.128/27,2921044,2921044,,0,0,
5.230.57.160/28,2921044,2921044,,0,0,
5.230.57.176/29,2921044,2921044,,0,0,
5.230.57.184/31,2921044,2921044,,0,0,
5.230.57.186/32,3573345,2921044,,0,0,
5.230.57.187/32,2921044,2921044,,0,0,
5.230.57.188/30,2921044,2921044,,0,0,
5.230.57.192/26,2921044,2921044,,0,0,
5.230.58.0/23,2921044,2921044,,0,0,
5.230.60.0/22,2921044,2921044,,0,0,
5.230.64.0/22,2921044,2921044,,0,0,
5.230.68.0/23,2921044,2921044,,0,0,
5.230.70.0/24,2921044,2921044,,0,0,
5.230.71.0/25,2921044,2921044,,0,0,
5.230.71.128/26,2921044,2921044,,0,0,
5.230.71.192/27,2921044,2921044,,0,0,
5.230.71.224/29,2921044,2921044,,0,0,
5.230.71.232/30,2921044,2921044,,0,0,
5.230.71.236/32,2921044,2921044,,0,0,
5.230.71.237/32,4036232,2921044,,0,0,
5.230.71.238/31,2921044,2921044,,0,0,
5.230.71.240/28,2921044,2921044,,0,0,
5.230.72.0/21,2921044,2921044,,0,0,
5.230.80.0/20,2921044,2921044,,0,0,
5.230.96.0/19,2921044,2921044,,0,0,
5.230.128.0/24,2921044,2921044,,0,0,
5.230.129.0/27,6252001,2921044,,0,0,
5.230.129.32/29,6252001,2921044,,0,0,
5.230.129.40/29,2921044,2921044,,0,0,
5.230.129.48/28,6252001,2921044,,0,0,
5.230.129.64/26,6252001,2921044,,0,0,
5.230.129.128/25,6252001,2921044,,0,0,
5.230.130.0/23,2921044,2921044,,0,0,
5.230.132.0/28,6252001,2921044,,0,0,
5.230.132.16/29,6252001,2921044,,0,0,
5.230.132.24/29,2921044,2921044,,0,0,
5.230.132.32/27,2921044,2921044,,0,0,
5.230.132.64/26,2921044,2921044,,0,0,
5.230.132.128/25,2921044,2921044,,0,0,
5.230.133.0/24,2635167,2921044,,0,0,
5.230.134.0/23,2921044,2921044,,0,0,
5.230.136.0/21,2921044,2921044,,0,0,
5.230.144.0/22,2921044,2921044,,0,0,
5.230.148.0/23,2921044,2921044,,0,0,
5.230.150.0/23,3017382,2921044,,0,0,
5.230.152.0/24,2921044,2921044,,0,0,
5.230.153.0/24,2635167,2921044,,0,0,
5.230.154.0/23,2921044,2921044,,0,0,
5.230.156.0/24,2921044,2921044,,0,0,
5.230.157.0/24,2635167,2921044,,0,0,
5.230.158.0/24,2635167,2921044,,0,0,
5.230.159.0/28,2635167,2921044,,0,0,
5.230.159.16/30,2635167,2921044,,0,0,
5.230.159.20/31,2635167,2921044,,0,0,
5.230.159.22/32,2635167,2921044,,0,0,
5.230.159.23/32,2921044,2921044,,0,0,
5.230.159.24/29,2635167,2921044,,0,0,
5.230.159.32/27,2635167,2921044,,0,0,
5.230.159.64/26,2635167,2921044,,0,0,
5.230.159.128/25,2635167,2921044,,0,0,
5.230.160.0/22,2921044,2921044,,0,0,
5.230.164.0/23,2921044,2921044,,0,0,
5.230.166.0/28,1880251,2921044,,0,0,
5.230.166.16/28,2921044,2921044,,0,0,
5.230.166.32/27,2921044,2921044,,0,0,
5.230.166.64/26,2921044,2921044,,0,0,
5.230.166.128/25,2921044,2921044,,0,0,
5.230.167.0/24,2921044,2921044,,0,0,
5.230.168.0/21,2921044,2921044,,0,0,
5.230.176.0/20,2921044,2921044,,0,0,
5.230.192.0/22,2921044,2921044,,0,0,
5.230.196.0/24,2635167,2921044,,0,0,
5.230.197.0/24,2921044,2921044,,0,0,
5.230.198.0/23,2921044,2921044,,0,0,
5.230.200.0/21,2921044,2921044,,0,0,
5.230.208.0/20,2921044,2921044,,0,0,
5.230.224.0/19,2921044,2921044,,0,0,
5.231.0.0/24,2635167,2921044,,0,0,
5.231.1.0/28,2635167,2921044,,0,0,
5.231.1.16/28,2921044,2921044,,0,0,
5.231.1.32/27,2921044,2921044,,0,0,
5.231.1.64/26,2921044,2921044,,0,0,
5.231.1.128/25,2921044,2921044,,0,0,
5.231.2.0/23,2921044,2921044,,0,0,
5.231.4.0/28,660013,2921044,,0,0,
5.231.4.16/28,2921044,2921044,,0,0,
5.231.4.32/27,2921044,2921044,,0,0,
5.231.4.64/26,2921044,2921044,,0,0,
5.231.4.128/25,2921044,2921044,,0,0,
5.231.5.0/25,2921044,2921044,,0,0,
5.231.5.128/25,6252001,2921044,,0,0,
5.231.6.0/25,2921044,2921044,,0,0,
5.231.6.128/25,6252001,2921044,,0,0,
5.231.7.0/24,2921044,2921044,,0,0,
5.231.8.0/24,2635167,2921044,,0,0,
5.231.9.0/28,3202326,2921044,,0,0,
5.231.9.16/28,6251999,2921044,,0,0,
5.231.9.32/27,6251999,2921044,,0,0,
5.231.9.64/26,6251999,2921044,,0,0,
5.231.9.128/25,6251999,2921044,,0,0,
5.231.10.0/24,798544,2921044,,0,0,
5.231.11.0/24,2921044,2921044,,0,0,
5.231.12.0/28,2510769,2921044,,0,0,
5.231.12.16/28,2921044,2921044,,0,0,
5.231.12.32/27,2921044,2921044,,0,0,
5.231.12.64/26,2921044,2921044,,0,0,
5.231.12.128/25,2921044,2921044,,0,0,
5.231.13.0/28,2635167,2921044,,0,0,
5.231.13.16/28,2921044,2921044,,0,0,
5.231.13.32/27,2921044,2921044,,0,0,
5.231.13.64/26,2921044,2921044,,0,0,
5.231.13.128/25,2921044,2921044,,0,0,
5.231.14.0/24,6252001,2921044,,0,0,
5.231.15.0/28,2661886,2921044,,0,0,
5.231.15.16/28,2921044,2921044,,0,0,
5.231.15.32/27,2921044,2921044,,0,0,
5.231.15.64/26,2921044,2921044,,0,0,
5.231.15.128/25,2921044,2921044,,0,0,
5.231.16.0/23,2635167,2921044,,0,0,
5.231.18.0/28,2963597,2921044,,0,0,
5.231.18.16/28,2921044,2921044,,0,0,
5.231.18.32/27,2921044,2921044,,0,0,
5.231.18.64/26,2921044,2921044,,0,0,
5.231.18.128/25,2921044,2921044,,0,0,
5.231.19.0/25,2921044,2921044,,0,0,
5.231.19.128/25,6252001,2921044,,0,0,
5.231.20.0/22,2921044,2921044,,0,0,
5.231.24.0/23,2921044,2921044,,0,0,
5.231.26.0/24,2921044,2921044,,0,0,
5.231.27.0/28,2635167,2921044,,0,0,
5.231.27.16/28,2921044,2921044,,0,0,
5.231.27.32/27,2921044,2921044,,0,0,
5.231.27.64/26,2921044,2921044,,0,0,
5.231.27.128/25,2921044,2921044,,0,0,
5.231.28.0/22,2921044,2921044,,0,0,
5.231.32.0/24,2635167,2921044,,0,0,
5.231.33.0/24,3175395,2921044,,0,0,
5.231.34.0/23,2921044,2921044,,0,0,
5.231.36.0/22,2921044,2921044,,0,0,
5.231.40.0/21,2921044,2921044,,0,0,
5.231.48.0/20,2921044,2921044,,0,0,
5.231.64.0/24,3017382,2921044,,0,0,
5.231.65.0/24,2921044,2921044,,0,0,
5.231.66.0/23,2921044,2921044,,0,0,
5.231.68.0/22,2921044,2921044,,0,0,
5.231.72.0/22,2921044,2921044,,0,0,
5.231.76.0/29,2802361,2921044,,0,0,
5.231.76.8/29,2921044,2921044,,0,0,
5.231.76.16/28,2921044,2921044,,0,0,
5.231.76.32/27,2921044,2921044,,0,0,
5.231.76.64/26,2921044,2921044,,0,0,
5.231.76.128/25,2921044,2921044,,0,0,
5.231.77.0/29,3202326,2921044,,0,0,
5.231.77.8/29,2921044,2921044,,0,0,
5.231.77.16/28,2921044,2921044,,0,0,
5.231.77.32/27,2921044,2921044,,0,0,
5.231.77.64/26,2921044,2921044,,0,0,
5.231.77.128/25,2921044,2921044,,0,0,
5.231.78.0/23,2921044,2921044,,0,0,
5.231.80.0/26,3175395,2921044,,0,0,
5.231.80.64/27,3175395,2921044,,0,0,
5.231.80.96/29,3175395,2921044,,0,0,
5.231.80.104/31,3175395,2921044,,0,0,
5.231.80.106/31,3277605,2921044,,0,0,
5.231.80.108/30,3175395,2921044,,0,0,
5.231.80.112/28,3175395,2921044,,0,0,
5.231.80.128/25,3175395,2921044,,0,0,
5.231.81.0/24,2921044,2921044,,0,0,
5.231.82.0/23,2921044,2921044,,0,0,
5.231.84.0/22,2921044,2921044,,0,0,
5.231.88.0/22,2921044,2921044,,0,0,
5.231.92.0/24,2921044,2921044,,0,0,
5.231.93.0/24,1269750,2921044,,0,0,
5.231.94.0/23,2921044,2921044,,0,0,
5.231.96.0/23,2921044,2921044,,0,0,
5.231.98.0/24,2921044,2921044,,0,0,
5.231.99.0/24,2635167,2921044,,0,0,
5.231.100.0/22,2921044,2921044,,0,0,
5.231.104.0/24,2921044,2921044,,0,0,
5.231.105.0/24,2750405,2921044,,0,0,
5.231.106.0/23,2921044,2921044,,0,0,
5.231.108.0/23,2921044,2921044,,0,0,
5.231.110.0/24,2921044,2921044,,0,0,
5.231.111.0/24,2635167,2921044,,0,0,
5.231.112.0/20,2921044,2921044,,0,0,
5.231.128.0/18,2921044,2921044,,0,0,
5.231.192.0/19,2921044,2921044,,0,0,
5.231.224.0/21,2921044,2921044,,0,0,
5.231.232.0/22,2921044,2921044,,0,0,
5.231.236.0/24,2921044,2921044,,0,0,
5.231.237.0/24,2635167,2921044,,0,0,
5.231.238.0/23,2921044,2921044,,0,0,
5.231.240.0/21,2921044,2921044,,0,0,
5.231.248.0/22,2921044,2921044,,0,0,
5.231.252.0/23,2921044,2921044,,0,0,
5.231.254.0/24,2921044,2921044,,0,0,
5.231.255.0/24,3017382,2921044,,0,0,
5.232.0.0/15,130758,130758,,0,0,
5.234.0.0/19,130758,130758,,0,0,
5.234.32.0/21,130758,130758,,0,0,
5.234.40.0/26,130758,130758,,0,0,
5.234.40.64/26,3469034,130758,,0,0,
5.234.40.128/25,130758,130758,,0,0,
5.234.41.0/24,130758,130758,,0,0,
5.234.42.0/23,130758,130758,,0,0,
5.234.44.0/22,130758,130758,,0,0,
5.234.48.0/20,130758,130758,,0,0,
5.234.64.0/18,130758,130758,,0,0,
5.234.128.0/17,130758,130758,,0,0,
5.235.0.0/16,130758,130758,,0,0,
5.236.0.0/14,130758,130758,,0,0,
5.240.0.0/16,458258,2661886,,0,0,
5.241.0.0/17,458258,2661886,,0,0,
5.241.128.0/18,458258,2661886,,0,0,
5.241.192.0/19,2661886,2661886,,0,0,
5.241.224.0/20,2661886,2661886,,0,0,
5.241.240.0/20,458258,2661886,,0,0,
5.242.0.0/15,597427,2661886,,0,0,
5.244.0.0/14,102358,102358,,0,0,
5.248.0.0/16,690791,690791,,0,0,
5.249.0.0/17,2264397,2264397,,0,0,
5.249.128.0/19,3175395,3175395,,0,0,
5.249.160.0/21,2921044,2921044,,0,0,
5.249.168.0/21,2658434,2658434,,0,0,
5.249.176.0/21,6252001,3190538,,0,0,
5.249.184.0/22,6252001,3190538,,0,0,
5.249.188.0/22,2921044,3190538,,0,0,
5.249.192.0/19,2017370,2017370,,0,0,
5.249.224.0/24,2623032,3144096,,0,0,
5.249.225.0/24,3144096,3144096,,0,0,
5.249.226.0/23,3144096,3144096,,0,0,
5.249.228.0/24,2623032,3144096,,0,0,
5.249.229.0/24,3144096,3144096,,0,0,
5.249.230.0/23,2623032,3144096,,0,0,
5.249.232.0/21,2623032,3144096,,0,0,
5.249.240.0/20,2623032,3144096,,0,0,
5.250.0.0/17,130758,130758,,0,0,
5.250.128.0/19,1522867,1522867,,0,0,
5.250.160.0/21,660013,660013,,0,0,
5.250.168.0/21,2017370,2017370,,0,0,
5.250.176.0/21,3017382,2921044,,0,0,
5.250.184.0/21,2510769,2921044,,0,0,
5.250.192.0/19,587116,587116,,0,0,
5.250.224.0/21,2661886,2661886,,0,0,
5.250.232.0/21,2017370,2017370,,0,0,
5.250.240.0/20,298795,298795,,0,0,
5.251.0.0/16,1522867,1522867,,0,0,
5.252.0.0/22,2510769,2510769,,0,0,
5.252.4.0/22,298795,298795,,0,0,
5.252.8.0/22,2510769,2510769,,0,0,
5.252.12.0/22,2782113,2782113,,0,0,
5.252.16.0/22,3175395,3175395,,0,0,
5.252.20.0/24,690791,2017370,,0,0,
5.252.21.0/24,2017370,2017370,,0,0,
5.252.22.0/23,2017370,2017370,,0,0,
5.252.24.0/24,3469034,2960313,,0,0,
5.252.25.0/24,2921044,2960313,,0,0,
5.252.26.0/24,2960313,2960313,,0,0,
5.252.27.0/24,587116,2960313,,0,0,
5.252.28.0/22,2017370,2017370,,0,0,
5.252.32.0/23,3057568,3057568,,0,0,
5.252.34.0/24,3057568,3057568,,0,0,
5.252.35.0/25,3057568,3057568,,0,0,
5.252.35.128/26,3057568,3057568,,0,0,
5.252.35.192/27,3057568,3057568,,0,0,
5.252.35.224/28,3057568,3057568,,0,0,
5.252.35.240/31,3057568,3057568,,0,0,
5.252.35.242/32,2921044,3057568,,0,0,
5.252.35.243/32,3057568,3057568,,0,0,
5.252.35.244/30,3057568,3057568,,0,0,
5.252.35.248/29,3057568,3057568,,0,0,
5.252.36.0/22,2635167,2635167,,0,0,
5.252.40.0/22,3077311,3077311,,0,0,
5.252.44.0/22,3175395,3175395,,0,0,
5.252.48.0/22,587116,587116,,0,0,
5.252.52.0/22,6252001,2921044,,0,0,
5.252.56.0/21,3017382,3017382,,0,0,
5.252.64.0/22,2017370,2017370,,0,0,
5.252.68.0/22,2635167,290557,,0,0,
5.252.72.0/24,3017382,290557,,0,0,
5.252.73.0/24,290557,290557,,0,0,
5.252.74.0/24,1819730,290557,,0,0,
5.252.75.0/24,953987,290557,,0,0,
5.252.76.0/22,2635167,290557,,0,0,
5.252.80.0/24,2635167,290557,,0,0,
5.252.81.0/31,290557,290557,,0,0,
5.252.81.2/31,2635167,290557,,0,0,
5.252.81.4/30,2635167,290557,,0,0,
5.252.81.8/29,2635167,290557,,0,0,
5.252.81.16/28,2635167,290557,,0,0,
5.252.81.32/27,2635167,290557,,0,0,
5.252.81.64/26,2635167,290557,,0,0,
5.252.81.128/26,2635167,290557,,0,0,
5.252.81.192/27,2635167,290557,,0,0,
5.252.81.224/28,2635167,290557,,0,0,
5.252.81.240/29,2635167,290557,,0,0,
5.252.81.248/30,2635167,290557,,0,0,
5.252.81.252/31,2635167,290557,,0,0,
5.252.81.254/32,2635167,290557,,0,0,
5.252.81.255/32,290557,290557,,0,0,
5.252.82.0/23,290557,290557,,0,0,
5.252.84.0/22,3175395,3175395,,0,0,
5.252.88.0/22,3017382,3017382,,0,0,
5.252.92.0/22,2510769,2510769,,0,0,
5.252.96.0/22,298795,298795,,0,0,
5.252.100.0/22,2921044,2921044,,0,0,
5.252.104.0/22,2510769,2510769,,0,0,
5.252.108.0/22,798544,798544,,0,0,
5.252.112.0/22,3424932,3017382,,0,0,
5.252.116.0/23,2017370,3577718,,0,0,
5.252.118.0/24,2750405,3577718,,0,0,
5.252.119.0/24,2017370,3577718,,0,0,
5.252.120.0/22,1861060,1269750,,0,0,
5.252.124.0/22,2921044,2921044,,0,0,
5.252.128.0/22,2661886,2661886,,0,0,
5.252.132.0/22,732800,732800,,0,0,
5.252.136.0/22,2658434,2658434,,0,0,
5.252.140.0/22,6252001,2921044,,0,0,
5.252.144.0/21,3017382,3017382,,0,0,
5.252.152.0/22,3703430,3703430,,0,0,
5.252.156.0/22,2635167,2635167,,0,0,
5.252.160.0/24,2750405,290557,,0,0,
5.252.161.0/24,2635167,290557,,0,0,
5.252.162.0/24,2658434,290557,,0,0,
5.252.163.0/24,290557,290557,,0,0,
5.252.164.0/24,6252001,1880251,,0,0,
5.252.165.0/24,2750405,1880251,,0,0,
5.252.166.0/24,6252001,1880251,,0,0,
5.252.167.0/24,2635167,1880251,,0,0,
5.252.168.0/22,458258,458258,,0,0,
5.252.172.0/22,2017370,2017370,,0,0,
5.252.176.0/24,2017370,617790,,0,0,
5.252.177.0/24,6252001,617790,,0,0,
5.252.178.0/24,798549,617790,,0,0,
5.252.179.0/24,2017370,617790,,0,0,
5.252.180.0/22,690791,690791,,0,0,
5.252.184.0/24,878675,597427,,0,0,
5.252.185.0/24,1036973,597427,,0,0,
5.252.186.0/24,1861060,597427,,0,0,
5.252.187.0/24,690791,597427,,0,0,
5.252.188.0/22,6252001,2017370,,0,0,
5.252.192.0/22,2017370,2017370,,0,0,
5.252.196.0/24,2635167,2635167,,0,0,
5.252.197.0/24,6252001,2635167,,0,0,
5.252.198.0/24,1861060,2635167,,0,0,
5.252.199.0/24,2635167,2635167,,0,0,
5.252.200.0/22,798544,798544,,0,0,
5.252.204.0/22,298795,298795,,0,0,
5.252.208.0/22,2635167,2635167,,0,0,
5.252.212.0/22,798544,798544,,0,0,
5.252.216.0/22,130758,130758,,0,0,
5.252.220.0/22,2635167,2635167,,0,0,
5.252.224.0/22,2921044,2921044,,0,0,
5.252.228.0/22,798544,798544,,0,0,
5.252.232.0/23,2921044,2921044,,0,0,
5.252.234.0/24,6252001,2921044,,0,0,
5.252.235.0/24,2635167,2921044,,0,0,
5.252.236.0/22,6290252,6290252,,0,0,
5.252.240.0/22,3175395,3175395,,0,0,
5.252.244.0/22,3144096,3144096,,0,0,
5.252.248.0/22,6252001,2921044,,0,0,
5.252.252.0/22,2510769,2510769,,0,0,
5.253.0.0/22,2921044,2921044,,0,0,
5.253.4.0/22,2510769,2510769,,0,0,
5.253.8.0/22,2921044,2921044,,0,0,
5.253.12.0/22,2077456,2077456,,0,0,
5.253.16.0/23,1819730,2921044,,0,0,
5.253.18.0/23,2750405,2921044,,0,0,
5.253.20.0/22,2077456,2077456,,0,0,
5.253.24.0/22,130758,130758,,0,0,
5.253.28.0/31,2750405,146669,,0,0,
5.253.28.2/32,294640,146669,,0,0,
5.253.28.3/32,2750405,146669,,0,0,
5.253.28.4/30,2750405,146669,,0,0,
5.253.28.8/30,2750405,146669,,0,0,
5.253.28.12/32,2750405,146669,,0,0,
5.253.28.13/32,294640,146669,,0,0,
5.253.28.14/31,2750405,146669,,0,0,
5.253.28.16/28,2750405,146669,,0,0,
5.253.28.32/27,2750405,146669,,0,0,
5.253.28.64/26,2750405,146669,,0,0,
5.253.28.128/25,2750405,146669,,0,0,
5.253.29.0/24,2750405,146669,,0,0,
5.253.30.0/23,2750405,146669,,0,0,
5.253.32.0/22,2750405,2750405,,0,0,
5.253.36.0/24,1880251,146669,,0,0,
5.253.37.0/24,2750405,146669,,0,0,
5.253.38.0/24,6252001,146669,,0,0,
5.253.39.0/24,2635167,146669,,0,0,
5.253.40.0/24,798549,146669,,0,0,
5.253.41.0/24,1861060,146669,,0,0,
5.253.42.0/23,2750405,146669,,0,0,
5.253.44.0/23,2635167,146669,,0,0,
5.253.46.0/24,146669,146669,,0,0,
5.253.47.0/24,2635167,146669,,0,0,
5.253.48.0/22,3175395,3175395,,0,0,
5.253.52.0/22,798549,798549,,0,0,
5.253.56.0/23,1880251,732800,,0,0,
5.253.58.0/24,1880251,732800,,0,0,
5.253.59.0/24,2750405,732800,,0,0,
5.253.60.0/23,2017370,2017370,,0,0,
5.253.62.0/24,2017370,2017370,,0,0,
5.253.63.0/24,2750405,453733,,0,0,
5.253.64.0/24,732800,732800,,0,0,
5.253.65.0/24,2921044,732800,,0,0,
5.253.66.0/23,2921044,732800,,0,0,
5.253.68.0/22,6254930,6254930,,0,0,
5.253.72.0/22,660013,660013,,0,0,
5.253.76.0/22,3042225,3042225,,0,0,
5.253.80.0/22,102358,102358,,0,0,
5.253.84.0/22,6252001,6252001,,0,0,
5.253.88.0/24,2750405,2750405,,0,0,
5.253.89.0/24,3017382,2750405,,0,0,
5.253.90.0/24,3175395,2750405,,0,0,
5.253.91.0/24,798544,2750405,,0,0,
